Unnamed: 0,title,ingredients,instructions,image_url,url,ingredients_clear,new_clear
557,Крекеры с авокадо и помидорами черри,"20 крекеров (соленых)
-1 спелое авокадо
-10 помидорок черри (или 2 обычных помидора)
-2 ст.л. лимонного сока
-соль","Авокадо почистить.
Удалить косточку.
Мякоть нарезать небольшими кусочками.
Положить в блендер.
Добавить лимонный сок.
Немного посолить.
Измельчить (если блендера нет, мякоть можно потолочь вилкой).
Помидоры черри разрезать на 2 части (обычные помидоры нарезать крупными кусочками).
С помощью кулинарного шприца, или ложкой, выложить авокадо на крекер.
Сверху выложить помидорку.
Сразу подавать к столу.
Приятного аппетита!",https://ist.say7.info/img0007/04/704_0192574_8773_6hi.jpg,https://www.say7.info/cook/recipe/704.html,"['солёный', 'лимонный', 'обычный', 'сок', 'помидор', 'крекер', 'авокадо', 'спелый', 'или', 'черри', 'помидорка']","['лимонный', 'помидорка', 'крекер', 'обычный', 'помидор', 'или', 'сок', 'авокадо', 'солёный', 'черри', 'спелый']"
558,Овощной салат с шариками из феты и маслин,"200 г помидоров
-200 г огурцов
-200 г болгарского перца
-200 г феты или брынзы
-10–15 маслин или оливок без косточек
-зелень по вкусу
-3 ст.л. растительного масла
-2 ст.л. лимонного сока
-соль
-перец","Помидоры нарезать кубиками.
Огурцы нарезать соломкой.
Перец очистить от семян.
Нарезать соломкой.
Для заправки смешать масло и лимонный сок.
Посолить, поперчить.
Смешать помидоры, огурцы, перец.
Добавить заправку.
Перемешать.
Зелень мелко нарезать.
Фету размять вилкой.
Добавить зелень.
Перемешать.
Сформировать небольшие лепешечки.
В центр лепешечки положить маслину.
Сформировать шарик.
На тарелку выложить салат.
На салат выложить шарики из феты.
Приятного аппетита!",https://ist.say7.info/img0007/05/705_01471j9_4421_6hi.jpg,https://www.say7.info/cook/recipe/705.html,"['маслина', 'лимонный', 'по', 'брынза', 'огурец', 'растительный', 'сок', 'помидор', 'перец', 'косточка', 'оливка', 'масло', 'фет', 'вкус', 'или', 'болгарский', 'зелень']","['лимонный', 'болгарский', 'зелень', 'растительный', 'сок', 'или', 'вкус', 'фет', 'маслина', 'брынза', 'перец', 'масло', 'оливка', 'огурец', 'по', 'помидор', 'косточка']"
559,"Каннеллони, фаршированные фетой и помидорами","150 г каннеллони
-500 г феты или брынзы
-1 кг помидоров
-150 г сыра
-зелень по вкусу (у меня базилик)
-соль
-перец","Помидоры очистить от шкурки (для того, чтобы шкурка легче чистилась, помидоры можно опустить в кипяток на несколько секунд).
200 г помидоров нарезать кубиками.
Фету размять вилкой.
Добавить помидоры.
Перемешать.
Зелень мелко нарезать.
Готовим соус
Оставшиеся помидоры положить в блендер.
Измельчить.
Добавить зелень.
Перемешать.
Немного посолить, поперчить.
Каннеллони нафаршировать фетой с помидорами.
Выложить в форму для запекания.
Выложить соус.
Разровнять.
Поставить в духовку.
Запекать при температуре 180 градусов в течение 20 минут.
Сыр натереть на средней терке.
Через 20 минут каннеллони посыпать сыром.
Поставить в духовку.
Запекать в течение 20 минут.
Приятного аппетита!",https://ist.say7.info/img0007/06/706_0135dhp_0522_6hi.jpg,https://www.say7.info/cook/recipe/706.html,"['базилик', 'по', 'брынза', 'каннеллонить', 'помидор', 'я', 'фет', 'сыр', 'вкус', 'или', 'зелень']","['зелень', 'каннеллонить', 'или', 'вкус', 'сыр', 'я', 'базилик', 'фет', 'брынза', 'по', 'помидор']"
560,"Закуска с авокадо, помидорами, маслинами и пармезаном","1 авокадо
-10 помидорок черри или 1–2 обычных помидора
-10–15 маслин или оливок
-2 ст.л. тертого пармезана (или любого твердого сыра)
-листья зеленого салата
-3 ст.л. растительного масла
-2 ст.л. лимонного сока
-соль","Черри разрезать на 4 части (обычные помидоры нарезать кубиками).
Маслины нарезать колечками.
Авокадо тонко нарезать.
Сбрызнуть лимонным соком.
Для заправки смешать масло и сок.
Посолить.
На тарелочку выложить листья салата.
По кругу выложить авокадо.
Выложить помидоры.
В центр выложить маслины.
Полить заправкой.
Посыпать сыром.
Приятного аппетита!",https://ist.say7.info/img0007/07/707_01570a5_2940_6hi.jpg,https://www.say7.info/cook/recipe/707.html,"['маслина', 'лимонный', 'помидор', 'авокадо', 'масло', 'или', 'твёрдый', 'салат', 'сок', 'лист', 'сыр', 'помидорка', 'зелёный', 'тёртый', 'пармезан', 'оливка', 'черри', 'обычный', 'растительный', 'любой']","['или', 'авокадо', 'пармезан', 'оливка', 'салат', 'помидорка', 'зелёный', 'лист', 'обычный', 'твёрдый', 'тёртый', 'лимонный', 'любой', 'сыр', 'маслина', 'помидор', 'растительный', 'сок', 'масло', 'черри']"
561,"Цуккини, фаршированные грибами","300 г цуккини (или кабачков)
-100 г грибов
-5–6 помидорок черри или 1 средний помидор
-лук порей или 150 г репчатого лука
-50 г сыра
-соль
-перец
-растительное масло","Цуккини разрезать вдоль на две части.
При помощи чайной ложки вынуть мякоть.
Мякоть нарезать кубиками.
Лук мелко нарезать.
Грибы мелко нарезать.
Черри нарезать кружочками (обычный помидор нарезать кубиками).
На растительном масле обжарить лук.
Добавить мякоть цуккини.
Жарить в течение 5–7 минут.
Добавить грибы.
Посолить, поперчить.
Жарить в течение 5–7 минут.
Сыр натереть на мелкой терке.
Половинки цуккини нафаршировать грибной начинкой.
Выложить помидоры.
Посыпать цуккини сыром.
Цуккини выложить в форму для запекания.
Поставить в духовку.
Запекать при температуре 180 градусов в течение 35–40 минут.
Приятного аппетита!",https://ist.say7.info/img0007/08/708_0186hae_3329_6hi.jpg,https://www.say7.info/cook/recipe/708.html,"['репчатый', 'черри', 'гриб', 'лука', 'кабачковый', 'помидор', 'средний', 'лук', 'масло', 'сыр', 'порей', 'или', 'растительный', 'цуккиня', 'помидорка']","['помидорка', 'средний', 'растительный', 'помидор', 'кабачковый', 'или', 'репчатый', 'сыр', 'порей', 'лука', 'лук', 'масло', 'гриб', 'черри', 'цуккиня']"
562,Шоколадное пирожное с творожно-вишневым кремом,"180 г сливочного масла
-100 г сахара
-2 яйца
-200 г шоколада
-2 ч.л. разрыхлителя
-300–350 г муки
-10 г желатина
-400 г творога (6–9%)
-300 г вишни без косточек (или любых ягод
-по вкусу)
-200 г йогурта
-50 г сахара
-2 ч.л. ванильного сахара","Шоколад растопить на водяной бане.
Готовим тесто
Масло растереть с сахаром.
Добавить яйца.
Перемешать.
Добавить шоколад.
Перемешать.
Добавить разрыхлитель и муку.
Замесить тесто.
Противень (я использовала противень размером 20×30 см) смазать маслом или застелить бумагой для выпечки.
Выложить тесто.
Разровнять.
Поставить в разогретую до 180 градусов духовку.
Выпекать в течение 20–25 минут.
Готовим крем
Желатин замочить в 150 мл холодной кипяченой воды.
Оставить на то время, которое указано на упаковке.
Творог протереть через сито.
Добавить сахар и ванильный сахар.
Перемешать.
Добавить йогурт.
Перемешать.
Добавить вишню.
Перемешать.
Желатин нагреть до полного растворения крупинок.
Остудить до комнатной температуры.
В творожный крем добавить желатин.
Перемешать.
Выпеченный и остывший корж разрезать на 2 части (можно не разрезать, но тогда сложнее будет разрезать его по горизонтали).
Каждую часть разрезать по горизонтали (разрезать надо аккуратно, так как коржи очень ломкие).
На нижнюю часть коржей выложить крем.
Разровнять.
Накрыть верхними коржами.
Поставить в холодильник на 3–4 часа.
Затем разрезать на порции.
Приятного аппетита!",https://ist.say7.info/img0007/09/709_0124olj_9822_6hi.jpg,https://www.say7.info/cook/recipe/709.html,"['шоколад', 'ванильный', 'сливочный', 'по', 'вишня', 'йогурт', 'косточка', 'яйцо', 'мука', 'творог', 'любой', 'масло', 'или', 'разрыхлитель', 'вкус', 'ягода', 'сахар']","['яйцо', 'сахар', 'ванильный', 'разрыхлитель', 'или', 'любой', 'вкус', 'йогурт', 'вишня', 'масло', 'творог', 'мука', 'шоколад', 'по', 'ягода', 'сливочный', 'косточка']"
563,Грибная икра,"500 г грибов
-300 г лука
-3–4 зубчика чеснока
-растительное масло
-соль
-перец","Грибы нарезать.
Грибы отварить (я варила около 20 минут после закипания).
Грибы положить в блендер.
Измельчить (если блендера нет, грибы можно пропустить через мясорубку).
Лук мелко нарезать.
На растительном масле обжарить лук до золотистого цвета.
Смешать грибы и лук.
Посолить, поперчить.
Добавить выдавленный через чеснокодавку чеснок.
Перемешать.
Приятного аппетита!",https://ist.say7.info/img0007/10/710_0165zep_0866_6hi.jpg,https://www.say7.info/cook/recipe/710.html,"['гриб', 'лука', 'чеснок', 'зубчик', 'масло', 'растительный']","['зубчик', 'растительный', 'лука', 'масло', 'чеснок', 'гриб']"
564,Мохито,"3 ч.л. коричневого (тростникового) сахара
-лайм
-пучок мяты
-50 мл рома
-150–200 мл содовой (или Schweppes
-Sprite)
-лед","Лайм разрезать на 2 части.
Для одной порции потребуется половина лайма.
Половину лайма разрезать на 2 или 3 части.
В бокал насыпать сахар.
Выжать сок из лайма.
Корки положить в бокал.
Добавить мяту.
Все перемешать.
Немного потолочь листья мяты.
Наполнить льдом на ⅓ бокала.
Добавить ром.
Налить содовую.
Украсить долькой лайма и мятой.
Приятного аппетита!",https://ist.say7.info/img0007/11/711_01303xh_3913_6hi.jpg,https://www.say7.info/cook/recipe/711.html,"['мятый', 'рома', 'schweppes', 'лёд', 'коричневый', 'лайм', 'тростниковый', 'или', 'пучок', 'содовый', 'sprite', 'сахар']","['сахар', 'лайм', 'или', 'sprite', 'schweppes', 'мятый', 'тростниковый', 'содовый', 'лёд', 'пучок', 'рома', 'коричневый']"
565,Мороженое «Лимонное»,"500 мл сливок 33–35%
-1 баночка сгущенки (380 г)
-1 лимон","Из лимона выжать сок (всего необходимо около 50 мл).
Сливки взбить.
Добавить сгущенку.
Перемешать.
Добавить лимонный сок.
Перемешать.
Массу переложить в форму, в которой можно замораживать.
Поставить в морозилку на 8–10 часов.
Приятного аппетита!",https://ist.say7.info/img0007/13/713_0160kio_5118_6hi.jpg,https://www.say7.info/cook/recipe/713.html,"['лимон', 'сгущёнка', 'сливка']","['лимон', 'сгущёнка', 'сливка']"
566,Миндальное печенье без муки,"300 г миндаля
-1 яйцо
-150 г сахара
-2 ч.л. ванильного сахара","Миндаль залить кипятком.
Оставить на 10 минут (это делается для того, чтобы он легче чистился).
Миндаль очистить от кожицы.
Положить в блендер.
Измельчить.
Яйцо немного взбить.
Смешать миндаль, сахар и ванильный сахар.
Добавить яйцо.
Перемешать.
Из полученной массы сформировать небольшие лепешечки.
Противень застелить бумагой для выпечки или немного смазать маслом.
Выложить печенье.
Поставить в разогретую до 180 градусов духовку.
Выпекать в течение 20–25 минут.
Приятного аппетита!",https://ist.say7.info/img0007/14/714_0176c3m_6873_6hi.jpg,https://www.say7.info/cook/recipe/714.html,"['сахар', 'миндаль', 'ванильный', 'яйцо']","['яйцо', 'сахар', 'миндаль', 'ванильный']"
567,Макароны с семгой и помидорами,"250 г макаронных изделий
-500 г свежей семги (или форели)
-350 г помидоров
-лук порей (или 150 г репчатого лука)
-зелень по вкусу (у меня базилик)
-сок половины лайма (или лимона)
-соль
-перец
-растительное масло","Лук порей нарезать полукольцами (репчатый мелко нарезать).
Помидоры очистить от кожицы.
Нарезать кубиками.
Семгу нарезать кубиками.
Зелень мелко нарезать.
На растительном масле обжарить лук.
Добавить помидоры.
Жарить в течение 8–10 минут.
Добавить семгу.
Жарить в течение 7–8 минут.
Добавить сок лайма.
Посолить, поперчить.
Добавить зелень.
Убрать с огня.
Макаронные изделия отварить до готовности так, как написано на упаковке.
Перемешать семгу и макароны.
Приятного аппетита!",https://ist.say7.info/img0007/15/715_01910m5_4023_6hi.jpg,https://www.say7.info/cook/recipe/715.html,"['репчатый', 'лука', 'помидор', 'форель', 'порей', 'или', 'вкус', 'масло', 'базилик', 'половина', 'лимон', 'сок', 'я', 'лук', 'свежеть', 'изделие', 'сёмга', 'по', 'зелень', 'макаронный', 'лайм', 'растительный']","['или', 'репчатый', 'я', 'лимон', 'форель', 'макаронный', 'свежеть', 'зелень', 'вкус', 'сёмга', 'половина', 'помидор', 'сок', 'растительный', 'лайм', 'базилик', 'порей', 'лука', 'лук', 'масло', 'по', 'изделие']"
568,Суп-пюре с брокколи и куриным филе,"400 г брокколи
-300 г куриного филе
-лук порей (или 150 г репчатого лука)
-соль
-перец","Филе нарезать кубиками.
Лук порей нарезать кольцами (репчатый мелко нарезать).
Залить филе 2 л воды.
Варить в течение 15 минут после закипания.
Добавить лук в бульон.
Добавить брокколи.
Посолить, поперчить.
Варить в течение 10 минут.
Взбить при помощи блендера.
При подаче украсить зеленью.
Приятного аппетита!",https://ist.say7.info/img0007/16/716_0178erx_9138_6hi.jpg,https://www.say7.info/cook/recipe/716.html,"['брокколи', 'репчатый', 'куриный', 'лука', 'лук', 'филе', 'порей', 'или']","['или', 'куриный', 'репчатый', 'брокколи', 'филе', 'порей', 'лука', 'лук']"
569,Овощной суп с фаршем,"500 г фарша (любого
-по вкусу)
-300 г цуккини
-300 г баклажанов
-250 г капусты
-300 г помидоров
-300 г стеблей сельдерея
-150 г моркови
-лук-порей или 150 г репчатого лука
-зелень по вкусу
-соль
-перец
-растительное масло","Лук нарезать полукольцами.
Баклажаны нарезать кубиками.
Цуккини нарезать кубиками.
Капусту мелко нарезать соломкой.
Помидоры нарезать кубиками.
Сельдерей мелко нарезать.
Морковь натереть на средней терке.
На растительном масле слегка обжарить лук.
Добавить морковь.
Немного обжарить.
Добавить баклажаны.
Добавить цуккини.
Тушить в течение 5 минут.
Добавить капусту.
Сельдерей.
Помидоры.
Тушить в течение 5 минут.
Налить 2.5 литра воды.
Посолить, поперчить.
Довести до кипения.
Добавить фарш, маленькими кусочками.
Варить в течение 15 минут.
Готовый суп посыпать зеленью.
Приятного аппетита!",https://ist.say7.info/img0007/17/717_0189snn_4168_6hi.jpg,https://www.say7.info/cook/recipe/717.html,"['репчатый', 'лука', 'капуста', 'помидор', 'порей', 'вкус', 'или', 'масло', 'баклажан', 'сельдерей', 'лук', 'морковь', 'по', 'зелень', 'цуккиня', 'стебель', 'фарш', 'растительный', 'любой']","['или', 'репчатый', 'сельдерей', 'фарш', 'капуста', 'зелень', 'вкус', 'любой', 'помидор', 'растительный', 'морковь', 'порей', 'лука', 'лук', 'масло', 'по', 'стебель', 'цуккиня', 'баклажан']"
570,Грибное рагу,"500 г грибов
-500 г картофеля
-200 г сметаны
-200 г лука
-зелень по вкусу
-соль
-перец
-растительное масло","Лук мелко нарезать.
Грибы нарезать кубиками.
На растительном масле слегка обжарить лук.
Добавить грибы.
Добавить 50 мл воды.
Посолить, поперчить.
Тушить под крышкой в течение 30 минут.
Картофель почистить, нарезать кубиками.
Добавить картофель к грибам.
Тушить под крышкой до готовности (около 20 минут).
Зелень мелко нарезать.
К грибам с картофелем добавить сметану.
Если необходимо, посолить.
Следом добавить зелень.
Тушить в течение 5 минут.
Приятного аппетита!",https://ist.say7.info/img0007/18/718_0164hmh_0853_6hi.jpg,https://www.say7.info/cook/recipe/718.html,"['по', 'гриб', 'лука', 'сметана', 'масло', 'вкус', 'растительный', 'зелень', 'картофель']","['растительный', 'зелень', 'вкус', 'лука', 'масло', 'картофель', 'сметана', 'по', 'гриб']"
571,Яичница с помидорами и моцареллой,"4 яйца
-200 г помидоров
-100 г моцареллы
-зелень по вкусу
-соль
-перец","Помидоры нарезать кубиками.
Зелень мелко нарезать.
Сыр натереть на средней терке.
В формочки выложить помидоры.
На помидоры выложить зелень.
В каждую формочку разбить по яйцу.
Посолить, поперчить.
Поставить в духовку.
Запекать при температуре 180 градусов до тех пор, пока белок не станет полностью белым (около 20 минут).
Посыпать сыром.
Запекать в течение 5–10 минут.
Приятного аппетита!",https://ist.say7.info/img0007/19/719_01325cm_2067_6hi.jpg,https://www.say7.info/cook/recipe/719.html,"['по', 'помидор', 'моцарелла', 'яйцо', 'вкус', 'зелень']","['яйцо', 'зелень', 'вкус', 'моцарелла', 'по', 'помидор']"
572,Спагетти с кабачками и шпинатом,"200 г макаронных изделий
-300 г помидоров
-300 г кабачков
-шпинат (или любая зелень по вкусу)
-растительное масло
-соль
-перец","Кабачки нарезать кубиками (если кабачки старые, их надо почистить).
Помидоры нарезать кубиками.
На растительном масле обжарить кабачки в течение 3–4 минут.
Добавить шпинат.
Посолить, поперчить.
Перемешать.
Жарить в течение 5 минут.
Добавить помидоры.
Жарить в течение 10 минут.
Макаронные изделия отварить так, как указано на упаковке.
Смешать спагетти и овощи.
Приятного аппетита!",https://ist.say7.info/img0007/21/721_0193vsg_8678_6hi.jpg,https://www.say7.info/cook/recipe/721.html,"['по', 'кабачковый', 'зелень', 'помидор', 'макаронный', 'любой', 'масло', 'шпинат', 'вкус', 'или', 'растительный', 'изделие']","['растительный', 'зелень', 'кабачковый', 'или', 'любой', 'вкус', 'шпинат', 'масло', 'макаронный', 'по', 'помидор', 'изделие']"
573,Слоеный пирог с моцареллой и помидорами,"500 г слоеного теста (дрожжевого или бездрожжевого)
-500 г помидоров
-500 г моцареллы
-соль
-перец","Моцареллу тонко нарезать.
Помидоры нарезать кружочками.
Если помидоры очень сочные, сок надо слить.
В форму (я использовала форму размером 20×30 см) выложить раскатанное тесто.
Разровнять.
Сделать небольшие бортики.
Выложить, чередуя, моцареллу и помидоры.
Немного посолить, поперчить.
Поставить в разогретую до 180 градусов духовку.
Выпекать в течение 25–30 минут.
Приятного аппетита!",https://ist.say7.info/img0007/22/722_0172nmp_1737_6hi.jpg,https://www.say7.info/cook/recipe/722.html,"['слоёный', 'помидор', 'тест', 'моцарелла', 'дрожжевой', 'бездрожжевой', 'или']","['слоёный', 'или', 'дрожжевой', 'моцарелла', 'тест', 'помидор', 'бездрожжевой']"
574,Лазанья овощная,"200–250 г листов лазаньи
-300 г болгарского перца
-300 г помидоров
-200 г баклажанов
-300 г кабачков
-150 г стеблей сельдерея
-лук-порей (или 150 г репчатого лука)
-200 г сыра
-растительное масло
-соль
-перец
-1 л молока
-100 г сливочного масла
-5 ст.л. муки
-соль
-перец","Лук мелко нарезать.
Баклажаны нарезать кубиками.
Если баклажаны горькие, их надо посолить, оставить на 30 минут, затем промыть в холодной воде.
Кабачки нарезать кубиками.
Перец очистить от семян, нарезать кубиками.
Сельдерей мелко нарезать.
Помидоры нарезать кубиками.
На растительном масле обжарить лук.
Добавить баклажаны.
Добавить кабачки.
Жарить в течение 5–7 минут.
Добавить перец.
Добавить сельдерей.
Перемешать.
Жарить в течение 5 минут.
Добавить помидоры.
Перемешать.
Посолить, поперчить.
Жарить в течение 2–3 минут.
Готовим соус бешамель
Масло растопить.
Добавить муку.
Перемешать.
Слегка обжарить.
Тонкой струйкой влить молоко, хорошо перемешать, довести до кипения.
Нагревать до тех пор, пока соус не станет по консистенции напоминать жидкую сметану.
Главное, следить, чтобы не образовались комочки.
Соус немного посолить, по вкусу можно добавить мускатный орех или чеснок.
В форму для запекания (у меня форма 20×30 см и высотой 5 см) выложить листы лазаньи (внимательно прочтите инструкцию на упаковке, некоторые фирмы предлагают листы лазаньи отварить, некоторые — использовать сухие листы).
На листы выложить половину овощной начинки.
Смазать соусом.
Выложить листы.
Выложить оставшуюся начинку.
Смазать соусом.
Выложить листы.
Смазать соусом.
Поставить в духовку.
Запекать при температуре 180 градусов в течение 20 минут.
Сыр натереть на средней терке.
Через 20 минут лазанью посыпать сыром.
Запекать в течение 20–25 минут.
Приятного аппетита!",https://ist.say7.info/img0007/23/723_0160ek6_1687_6hi.jpg,https://www.say7.info/cook/recipe/723.html,"['репчатый', 'лука', 'кабачковый', 'лазание', 'помидор', 'масло', 'порей', 'или', 'сельдерей', 'лист', 'перец', 'лук', 'сыр', 'молоко', 'сливочный', 'болгарский', 'стебель', 'мука', 'баклажан', 'растительный']","['лазание', 'или', 'репчатый', 'сельдерей', 'перец', 'лист', 'молоко', 'сыр', 'мука', 'помидор', 'сливочный', 'болгарский', 'растительный', 'кабачковый', 'порей', 'лука', 'лук', 'масло', 'стебель', 'баклажан']"
575,"Баклажаны, тушенные с оливками и помидорами","500 г баклажанов
-300 г помидоров
-100 г оливок или маслин
-150 г лука
-зелень по вкусу
-растительное масло
-соль
-перец","Лук мелко нарезать.
Баклажаны нарезать кубиками.
Если баклажаны горькие, их надо посолить, оставить на 30 минут.
Затем промыть в холодной воде.
Помидоры нарезать кубиками.
Оливки или маслины нарезать колечками.
Зелень мелко нарезать.
На растительном масле обжарить лук.
Добавить баклажаны.
Тушить в течение 10 минут.
Добавить помидоры.
Тушить в течение 10 минут.
Добавить оливки.
Немного посолить, поперчить.
Тушить в течение 3–4 минут.
В конце приготовления добавить зелень.
Перемешать.
Убрать с огня.
Приятного аппетита!",https://ist.say7.info/img0007/25/725_0157t8d_1972_6hi.jpg,https://www.say7.info/cook/recipe/725.html,"['маслина', 'по', 'лука', 'помидор', 'оливка', 'масло', 'баклажан', 'вкус', 'или', 'растительный', 'зелень']","['растительный', 'зелень', 'или', 'вкус', 'маслина', 'лука', 'масло', 'оливка', 'по', 'помидор', 'баклажан']"
576,Мороженое «Семифредо»,"500 мл сливок 33–35%
-5 яиц
-150 г сахара
-200 г клубники
-3 ч.л. какао
-2 ч.л. ванильного сахара","Сливки взбить.
Отделить белки от желтков.
Желтки взбить с сахаром.
Смешать сливки и желтки.
Белки взбить со щепоткой соли в пену.
Белки добавить в сливочную массу.
Аккуратно перемешать.
Ягоду измельчить.
Далее массу разделить на столько частей, сколько вы будете использовать наполнителей.
Я разделила на 3 части.
В одну добавила ванильный сахар.
Во вторую какао.
В третью клубнику.
Массу выложить в формы, в которых можно замораживать.
Поставить в морозилку на 6–8 часов.
Приятного аппетита!",https://ist.say7.info/img0007/26/726_0127kcn_3237_6hi.jpg,https://www.say7.info/cook/recipe/726.html,"['ванильный', 'сливка', 'сахар', 'яйцо', 'клубника', 'какао']","['яйцо', 'сахар', 'какао', 'клубника', 'сливка', 'ванильный']"
577,Безе с кремом и фруктами,"2 белка
-150 г сахара
-150 г творожного сыра (альметте
-хохланд
-филадельфия и т.д.)
-50 мл сливок 33–35%
-100 г сахара
-любые
-по вкусу","Готовим безе
Белки взбить со щепоткой соли в пену.
Для того, чтобы белки лучше взбились, посмотрите рекомендации в
рецепте безе
.
Добавить сахар.
Взбить до устойчивых пиков.
Переложить безе в кондитерский шприц (если шприца нет, можно переложить в пакетик и отрезать уголок).
Сделать небольшие лепешечки (диаметром около 4 см).
Сделать бортики.
Поставить в духовку.
Сушить безе при температуре 100 градусов в течение 1 часа.
Фрукты нарезать небольшими кусочками.
Готовим крем
Сливки взбить с сахаром.
Добавить сыр.
Перемешать.
Готовые безе остудить.
Наполнить кремом.
Выложить фрукты.
Приятного аппетита!",https://ist.say7.info/img0007/27/727_0190x4q_3179_6hi.jpg,https://www.say7.info/cook/recipe/727.html,"['хохланда', 'филадельфия', 'сливка', 'по', 'белок', 'творожный', 'сыр', 'альметта', 'любой', 'вкус', 'сахар']","['сахар', 'вкус', 'любой', 'сыр', 'творожный', 'филадельфия', 'по', 'альметта', 'сливка', 'белок', 'хохланда']"
578,Шоколадный кекс с вишней,"150 г сливочного масла
-150 г сахара
-2 ч.л. ванильного сахара
-3 яйца
-100 г шоколада (или 3 ст.л. какао)
-200–250 г муки
-2 ч.л. разрыхлителя
-500 г свежей или замороженной вишни без косточек (или брусники
-смородины
-черники
-клюквы)","Шоколад растопить на водяной бане.
Масло растереть с сахаром и ванильным сахаром.
Добавить яйца.
Перемешать.
Добавить шоколад (или какао).
Перемешать.
Добавить ягоду.
Перемешать.
Добавить разрыхлитель и муку.
Замесить не густое тесто.
Выложить в смазанную маслом форму (подойдет форма диаметром около 26 см).
Поставить в разогретую до 180 градусов духовку.
Выпекать в течение 40–45 минут.
Приятного аппетита!",https://ist.say7.info/img0007/29/729_0178i2k_3074_6hi.jpg,https://www.say7.info/cook/recipe/729.html,"['ванильный', 'шоколад', 'сливочный', 'вишня', 'черника', 'брусника', 'смородина', 'косточка', 'яйцо', 'мука', 'клюква', 'свежеть', 'масло', 'или', 'разрыхлитель', 'заморозить', 'какао', 'сахар']","['яйцо', 'сахар', 'свежеть', 'косточка', 'брусника', 'или', 'разрыхлитель', 'какао', 'клюква', 'вишня', 'масло', 'мука', 'шоколад', 'черника', 'смородина', 'сливочный', 'заморозить', 'ванильный']"
579,Рататуй,"350 г болгарского перца
-350 г помидоров
-200 г лука
-2–3 веточки тимьяна (по желанию)
-соль
-растительное масло
-500 г цуккини или кабачков
-500 г баклажанов
-500 г помидоров
-5 ст.л. растительного масла
-2–3 зубчика чеснока
-зелень по вкусу
-соль
-перец
-бальзамический уксус","Готовим соус
Перец выложить в форму для запекания.
Поставить в духовку.
Запекать при температуре 180 градусов до тех пор, пока кожица не начнет чернеть (около 30 минут).
Горячий перец положить в полиэтиленовый пакет.
Остудить.
Перец очистить от кожицы и семян, нарезать кубиками.
Лук мелко нарезать.
Помидоры очистить от кожицы, нарезать кубиками.
На растительном масле обжарить лук.
Добавить перец.
Жарить в течение 2–3 минут.
Добавить помидоры.
Посолить, поперчить.
Жарить до тех пор, пока соус не начнет густеть (около 5–7 минут).
Переложить соус в блендер.
Измельчить.
Добавить листики тимьяна.
Перемешать.
Выложить соус в форму.
Разровнять.
Цуккини нарезать очень тонкими кружочками.
Баклажаны нарезать тонкими кружочками (если баклажаны горькие, их надо посолить, оставить на 30 минут, затем промыть в холодной воде, отжать).
Помидоры нарезать тонкими кружочками.
В форму, чередуя, выложить баклажаны, помидоры, цуккини.
Готовим заправку
Зелень мелко нарезать.
Чеснок мелко нарезать.
Смешать масло, зелень, чеснок.
Посолить, поперчить.
Перемешать.
Овощи полить заправкой.
Форму накрыть фольгой.
Поставить в духовку.
Запекать при температуре 180 градусов в течение часа.
При желании, при подаче можно сбрызнуть овощи бальзамическим уксусом.
Приятного аппетита!",https://ist.say7.info/img0007/30/730_01509e3_0375_6hi.jpg,https://www.say7.info/cook/recipe/730.html,"['лука', 'кабачковый', 'помидор', 'чеснок', 'зубчик', 'масло', 'или', 'вкус', 'перец', 'уксус', 'болгарский', 'зелень', 'цуккиня', 'по', 'желание', 'веточка', 'баклажан', 'бальзамический', 'растительный', 'тимьян']","['зубчик', 'или', 'уксус', 'перец', 'чеснок', 'желание', 'тимьян', 'зелень', 'вкус', 'веточка', 'помидор', 'болгарский', 'растительный', 'кабачковый', 'бальзамический', 'лука', 'масло', 'по', 'цуккиня', 'баклажан']"
580,Картофельное суфле,"700 г картофеля
-2 яйца
-50 мл сливок 10–20%
-100 г сыра
-зелень
-соль
-перец","Картофель почистить.
Отварить до готовности.
Зелень мелко нарезать.
Сыр натереть на мелкой терке.
Когда картофель сварится, воду слить.
Картофель потолочь.
Добавить яйца.
Перемешать.
Добавить сливки.
Перемешать.
Добавить зелень.
Посолить, поперчить.
Перемешать.
В небольшие формочки (также можно использовать одну большую форму) выложить картофель.
Посыпать сыром.
Поставить в духовку.
Запекать при температуре 180 градусов до золотистого цвета (около 15 минут).
Приятного аппетита!",https://ist.say7.info/img0007/32/732_0128xxo_1367_6hi.jpg,https://www.say7.info/cook/recipe/732.html,"['сливка', 'яйцо', 'сыр', 'зелень', 'картофель']","['яйцо', 'зелень', 'сыр', 'картофель', 'сливка']"
